chr	window.start	window.end	window.median.coverage	global.coverage.median	normalized.coverage
USMA_521_v2_1	1	1000	57.0	188.0	0.30319148936170215
USMA_521_v2_1	1001	2000	201.0	188.0	1.0691489361702127
USMA_521_v2_1	2001	3000	203.0	188.0	1.0797872340425532
USMA_521_v2_1	3001	4000	182.0	188.0	0.9680851063829787
USMA_521_v2_1	4001	5000	177.0	188.0	0.9414893617021277
USMA_521_v2_1	5001	6000	176.0	188.0	0.9361702127659575
USMA_521_v2_1	6001	7000	168.0	188.0	0.8936170212765957
USMA_521_v2_1	7001	8000	173.0	188.0	0.9202127659574468
USMA_521_v2_1	8001	9000	172.0	188.0	0.9148936170212766
USMA_521_v2_1	9001	10000	0.0	188.0	0.0
USMA_521_v2_1	10001	11000	177.0	188.0	0.9414893617021277
USMA_521_v2_1	11001	12000	172.0	188.0	0.9148936170212766
USMA_521_v2_1	12001	13000	196.0	188.0	1.0425531914893618
USMA_521_v2_1	13001	14000	195.0	188.0	1.0372340425531914
USMA_521_v2_1	14001	15000	209.5	188.0	1.1143617021276595
USMA_521_v2_1	15001	16000	182.0	188.0	0.9680851063829787
USMA_521_v2_1	16001	17000	192.0	188.0	1.0212765957446808
USMA_521_v2_1	17001	18000	210.0	188.0	1.1170212765957446
USMA_521_v2_1	18001	19000	201.0	188.0	1.0691489361702127
USMA_521_v2_1	19001	20000	177.0	188.0	0.9414893617021277
USMA_521_v2_1	20001	21000	202.0	188.0	1.074468085106383
USMA_521_v2_1	21001	22000	162.0	188.0	0.8617021276595744
USMA_521_v2_1	22001	23000	203.0	188.0	1.0797872340425532
USMA_521_v2_1	23001	24000	189.0	188.0	1.0053191489361701
USMA_521_v2_1	24001	25000	181.0	188.0	0.9627659574468085
USMA_521_v2_1	25001	26000	186.5	188.0	0.9920212765957447
USMA_521_v2_1	26001	27000	183.0	188.0	0.973404255319149
USMA_521_v2_1	27001	28000	177.0	188.0	0.9414893617021277
USMA_521_v2_1	28001	29000	197.0	188.0	1.047872340425532
USMA_521_v2_1	29001	30000	215.0	188.0	1.1436170212765957
USMA_521_v2_1	30001	31000	211.0	188.0	1.122340425531915
USMA_521_v2_1	31001	32000	197.0	188.0	1.047872340425532
USMA_521_v2_1	32001	33000	210.0	188.0	1.1170212765957446
USMA_521_v2_1	33001	34000	194.0	188.0	1.0319148936170213
USMA_521_v2_1	34001	35000	182.0	188.0	0.9680851063829787
USMA_521_v2_1	35001	36000	194.0	188.0	1.0319148936170213
USMA_521_v2_1	36001	37000	189.0	188.0	1.0053191489361701
USMA_521_v2_1	37001	38000	175.0	188.0	0.9308510638297872
USMA_521_v2_1	38001	39000	204.0	188.0	1.0851063829787233
USMA_521_v2_1	39001	40000	160.0	188.0	0.851063829787234
USMA_521_v2_1	40001	41000	175.0	188.0	0.9308510638297872
USMA_521_v2_1	41001	42000	182.0	188.0	0.9680851063829787
USMA_521_v2_1	42001	43000	190.0	188.0	1.0106382978723405
USMA_521_v2_1	43001	44000	230.0	188.0	1.2234042553191489
USMA_521_v2_1	44001	45000	176.0	188.0	0.9361702127659575
USMA_521_v2_1	45001	46000	217.0	188.0	1.1542553191489362
USMA_521_v2_1	46001	47000	149.0	188.0	0.7925531914893617
USMA_521_v2_1	47001	48000	167.0	188.0	0.8882978723404256
USMA_521_v2_1	48001	49000	207.0	188.0	1.101063829787234
USMA_521_v2_1	49001	50000	195.0	188.0	1.0372340425531914
