chr	window.start	window.end	window.median.coverage	global.coverage.median	normalized.coverage
USMA_521_v2_1	1	1000	62.0	196.0	0.3163265306122449
USMA_521_v2_1	1001	2000	212.0	196.0	1.0816326530612246
USMA_521_v2_1	2001	3000	221.0	196.0	1.1275510204081634
USMA_521_v2_1	3001	4000	189.0	196.0	0.9642857142857143
USMA_521_v2_1	4001	5000	213.0	196.0	1.086734693877551
USMA_521_v2_1	5001	6000	182.0	196.0	0.9285714285714286
USMA_521_v2_1	6001	7000	193.0	196.0	0.9846938775510204
USMA_521_v2_1	7001	8000	182.0	196.0	0.9285714285714286
USMA_521_v2_1	8001	9000	168.0	196.0	0.8571428571428571
USMA_521_v2_1	9001	10000	0.0	196.0	0.0
USMA_521_v2_1	10001	11000	181.0	196.0	0.923469387755102
USMA_521_v2_1	11001	12000	177.0	196.0	0.9030612244897959
USMA_521_v2_1	12001	13000	207.0	196.0	1.0561224489795917
USMA_521_v2_1	13001	14000	208.0	196.0	1.0612244897959184
USMA_521_v2_1	14001	15000	189.0	196.0	0.9642857142857143
USMA_521_v2_1	15001	16000	180.0	196.0	0.9183673469387755
USMA_521_v2_1	16001	17000	190.0	196.0	0.9693877551020408
USMA_521_v2_1	17001	18000	203.0	196.0	1.0357142857142858
USMA_521_v2_1	18001	19000	179.5	196.0	0.9158163265306123
USMA_521_v2_1	19001	20000	181.0	196.0	0.923469387755102
USMA_521_v2_1	20001	21000	195.0	196.0	0.9948979591836735
USMA_521_v2_1	21001	22000	174.0	196.0	0.8877551020408163
USMA_521_v2_1	22001	23000	186.0	196.0	0.9489795918367347
USMA_521_v2_1	23001	24000	204.5	196.0	1.0433673469387754
USMA_521_v2_1	24001	25000	188.0	196.0	0.9591836734693877
USMA_521_v2_1	25001	26000	189.0	196.0	0.9642857142857143
USMA_521_v2_1	26001	27000	182.0	196.0	0.9285714285714286
USMA_521_v2_1	27001	28000	202.0	196.0	1.030612244897959
USMA_521_v2_1	28001	29000	203.0	196.0	1.0357142857142858
USMA_521_v2_1	29001	30000	201.0	196.0	1.0255102040816326
USMA_521_v2_1	30001	31000	193.0	196.0	0.9846938775510204
USMA_521_v2_1	31001	32000	207.0	196.0	1.0561224489795917
USMA_521_v2_1	32001	33000	203.0	196.0	1.0357142857142858
USMA_521_v2_1	33001	34000	206.0	196.0	1.0510204081632653
USMA_521_v2_1	34001	35000	190.0	196.0	0.9693877551020408
USMA_521_v2_1	35001	36000	203.0	196.0	1.0357142857142858
USMA_521_v2_1	36001	37000	210.0	196.0	1.0714285714285714
USMA_521_v2_1	37001	38000	176.0	196.0	0.8979591836734694
USMA_521_v2_1	38001	39000	210.0	196.0	1.0714285714285714
USMA_521_v2_1	39001	40000	158.0	196.0	0.8061224489795918
USMA_521_v2_1	40001	41000	166.0	196.0	0.8469387755102041
USMA_521_v2_1	41001	42000	185.0	196.0	0.9438775510204082
USMA_521_v2_1	42001	43000	169.0	196.0	0.8622448979591837
USMA_521_v2_1	43001	44000	212.0	196.0	1.0816326530612246
USMA_521_v2_1	44001	45000	195.0	196.0	0.9948979591836735
USMA_521_v2_1	45001	46000	201.0	196.0	1.0255102040816326
USMA_521_v2_1	46001	47000	184.0	196.0	0.9387755102040817
USMA_521_v2_1	47001	48000	200.0	196.0	1.0204081632653061
USMA_521_v2_1	48001	49000	214.0	196.0	1.0918367346938775
USMA_521_v2_1	49001	50000	198.0	196.0	1.010204081632653
USMA_521_v2_1	50001	51000	208.0	196.0	1.0612244897959184
USMA_521_v2_1	51001	52000	191.0	196.0	0.9744897959183674
USMA_521_v2_1	52001	53000	213.0	196.0	1.086734693877551
