chr	window.start	window.end	window.median.coverage	global.coverage.median	normalized.coverage
USMA_521_v2_1	1	1000	29.0	100.0	0.29
USMA_521_v2_1	1001	2000	116.0	100.0	1.16
USMA_521_v2_1	2001	3000	92.0	100.0	0.92
USMA_521_v2_1	3001	4000	99.0	100.0	0.99
USMA_521_v2_1	4001	5000	97.0	100.0	0.97
USMA_521_v2_1	5001	6000	102.0	100.0	1.02
USMA_521_v2_1	6001	7000	101.0	100.0	1.01
USMA_521_v2_1	7001	8000	102.0	100.0	1.02
USMA_521_v2_1	8001	9000	67.0	100.0	0.67
USMA_521_v2_1	9001	10000	0.0	100.0	0.0
USMA_521_v2_1	10001	11000	94.0	100.0	0.94
USMA_521_v2_1	11001	12000	103.0	100.0	1.03
USMA_521_v2_1	12001	13000	94.0	100.0	0.94
USMA_521_v2_1	13001	14000	101.5	100.0	1.015
USMA_521_v2_1	14001	15000	90.0	100.0	0.9
USMA_521_v2_1	15001	16000	93.0	100.0	0.93
USMA_521_v2_1	16001	17000	98.0	100.0	0.98
USMA_521_v2_1	17001	18000	110.0	100.0	1.1
USMA_521_v2_1	18001	19000	94.0	100.0	0.94
USMA_521_v2_1	19001	20000	93.0	100.0	0.93
USMA_521_v2_1	20001	21000	108.0	100.0	1.08
USMA_521_v2_1	21001	22000	100.0	100.0	1.0
USMA_521_v2_1	22001	23000	98.0	100.0	0.98
USMA_521_v2_1	23001	24000	100.0	100.0	1.0
USMA_521_v2_1	24001	25000	100.0	100.0	1.0
USMA_521_v2_1	25001	26000	103.0	100.0	1.03
USMA_521_v2_1	26001	27000	95.0	100.0	0.95
USMA_521_v2_1	27001	28000	96.0	100.0	0.96
USMA_521_v2_1	28001	29000	94.0	100.0	0.94
USMA_521_v2_1	29001	30000	94.0	100.0	0.94
USMA_521_v2_1	30001	31000	100.0	100.0	1.0
USMA_521_v2_1	31001	32000	100.0	100.0	1.0
USMA_521_v2_1	32001	33000	104.0	100.0	1.04
USMA_521_v2_1	33001	34000	99.0	100.0	0.99
USMA_521_v2_1	34001	35000	104.5	100.0	1.045
USMA_521_v2_1	35001	36000	92.0	100.0	0.92
USMA_521_v2_1	36001	37000	85.0	100.0	0.85
USMA_521_v2_1	37001	38000	94.0	100.0	0.94
USMA_521_v2_1	38001	39000	84.0	100.0	0.84
USMA_521_v2_1	39001	40000	86.0	100.0	0.86
USMA_521_v2_1	40001	41000	100.0	100.0	1.0
USMA_521_v2_1	41001	42000	100.0	100.0	1.0
USMA_521_v2_1	42001	43000	107.0	100.0	1.07
USMA_521_v2_1	43001	44000	93.0	100.0	0.93
USMA_521_v2_1	44001	45000	105.0	100.0	1.05
USMA_521_v2_1	45001	46000	103.0	100.0	1.03
USMA_521_v2_1	46001	47000	99.0	100.0	0.99
