chr	window.start	window.end	window.median.coverage	global.coverage.median	normalized.coverage
USMA_521_v2_1	1	1000	41.0	113.0	0.36283185840707965
USMA_521_v2_1	1001	2000	124.0	113.0	1.0973451327433628
USMA_521_v2_1	2001	3000	119.0	113.0	1.0530973451327434
USMA_521_v2_1	3001	4000	123.0	113.0	1.0884955752212389
USMA_521_v2_1	4001	5000	106.0	113.0	0.9380530973451328
USMA_521_v2_1	5001	6000	107.0	113.0	0.9469026548672567
USMA_521_v2_1	6001	7000	125.0	113.0	1.1061946902654867
USMA_521_v2_1	7001	8000	117.0	113.0	1.0353982300884956
USMA_521_v2_1	8001	9000	75.0	113.0	0.6637168141592921
USMA_521_v2_1	9001	10000	0.0	113.0	0.0
USMA_521_v2_1	10001	11000	113.0	113.0	1.0
USMA_521_v2_1	11001	12000	124.0	113.0	1.0973451327433628
USMA_521_v2_1	12001	13000	106.0	113.0	0.9380530973451328
USMA_521_v2_1	13001	14000	126.0	113.0	1.1150442477876106
USMA_521_v2_1	14001	15000	98.0	113.0	0.8672566371681416
USMA_521_v2_1	15001	16000	112.0	113.0	0.9911504424778761
USMA_521_v2_1	16001	17000	107.0	113.0	0.9469026548672567
USMA_521_v2_1	17001	18000	120.0	113.0	1.0619469026548674
USMA_521_v2_1	18001	19000	109.0	113.0	0.9646017699115044
USMA_521_v2_1	19001	20000	120.0	113.0	1.0619469026548674
USMA_521_v2_1	20001	21000	126.0	113.0	1.1150442477876106
USMA_521_v2_1	21001	22000	114.0	113.0	1.008849557522124
USMA_521_v2_1	22001	23000	120.0	113.0	1.0619469026548674
USMA_521_v2_1	23001	24000	103.0	113.0	0.911504424778761
USMA_521_v2_1	24001	25000	115.0	113.0	1.0176991150442478
USMA_521_v2_1	25001	26000	112.0	113.0	0.9911504424778761
USMA_521_v2_1	26001	27000	121.0	113.0	1.0707964601769913
USMA_521_v2_1	27001	28000	111.0	113.0	0.9823008849557522
USMA_521_v2_1	28001	29000	107.0	113.0	0.9469026548672567
USMA_521_v2_1	29001	30000	112.0	113.0	0.9911504424778761
USMA_521_v2_1	30001	31000	112.0	113.0	0.9911504424778761
USMA_521_v2_1	31001	32000	109.0	113.0	0.9646017699115044
USMA_521_v2_1	32001	33000	115.0	113.0	1.0176991150442478
USMA_521_v2_1	33001	34000	116.0	113.0	1.0265486725663717
USMA_521_v2_1	34001	35000	111.0	113.0	0.9823008849557522
USMA_521_v2_1	35001	36000	114.0	113.0	1.008849557522124
USMA_521_v2_1	36001	37000	105.0	113.0	0.9292035398230089
USMA_521_v2_1	37001	38000	106.0	113.0	0.9380530973451328
USMA_521_v2_1	38001	39000	114.0	113.0	1.008849557522124
USMA_521_v2_1	39001	40000	99.0	113.0	0.8761061946902655
USMA_521_v2_1	40001	41000	114.0	113.0	1.008849557522124
USMA_521_v2_1	41001	42000	119.0	113.0	1.0530973451327434
USMA_521_v2_1	42001	43000	113.0	113.0	1.0
USMA_521_v2_1	43001	44000	115.0	113.0	1.0176991150442478
USMA_521_v2_1	44001	45000	122.0	113.0	1.079646017699115
USMA_521_v2_1	45001	46000	111.0	113.0	0.9823008849557522
USMA_521_v2_1	46001	47000	117.0	113.0	1.0353982300884956
USMA_521_v2_1	47001	48000	115.0	113.0	1.0176991150442478
USMA_521_v2_1	48001	49000	113.0	113.0	1.0
USMA_521_v2_1	49001	50000	119.0	113.0	1.0530973451327434
USMA_521_v2_1	50001	51000	119.0	113.0	1.0530973451327434
USMA_521_v2_1	51001	52000	100.0	113.0	0.8849557522123894
USMA_521_v2_1	52001	53000	114.0	113.0	1.008849557522124
USMA_521_v2_1	53001	54000	114.0	113.0	1.008849557522124
USMA_521_v2_1	54001	55000	112.0	113.0	0.9911504424778761
USMA_521_v2_1	55001	56000	115.0	113.0	1.0176991150442478
USMA_521_v2_1	56001	57000	118.0	113.0	1.0442477876106195
USMA_521_v2_1	57001	58000	111.0	113.0	0.9823008849557522
USMA_521_v2_1	58001	59000	110.0	113.0	0.9734513274336283
USMA_521_v2_1	59001	60000	112.0	113.0	0.9911504424778761
USMA_521_v2_1	60001	61000	118.0	113.0	1.0442477876106195
USMA_521_v2_1	61001	62000	114.5	113.0	1.0132743362831858
USMA_521_v2_1	62001	63000	113.0	113.0	1.0
USMA_521_v2_1	63001	64000	122.0	113.0	1.079646017699115
USMA_521_v2_1	64001	65000	113.0	113.0	1.0
USMA_521_v2_1	65001	66000	113.0	113.0	1.0
USMA_521_v2_1	66001	67000	112.0	113.0	0.9911504424778761
USMA_521_v2_1	67001	68000	119.0	113.0	1.0530973451327434
USMA_521_v2_1	68001	69000	100.0	113.0	0.8849557522123894
USMA_521_v2_1	69001	70000	114.0	113.0	1.008849557522124
USMA_521_v2_1	70001	71000	116.0	113.0	1.0265486725663717
USMA_521_v2_1	71001	72000	122.0	113.0	1.079646017699115
USMA_521_v2_1	72001	73000	116.5	113.0	1.0309734513274336
USMA_521_v2_1	73001	74000	111.0	113.0	0.9823008849557522
USMA_521_v2_1	74001	75000	107.0	113.0	0.9469026548672567
USMA_521_v2_1	75001	76000	119.0	113.0	1.0530973451327434
USMA_521_v2_1	76001	77000	115.0	113.0	1.0176991150442478
USMA_521_v2_1	77001	78000	118.0	113.0	1.0442477876106195
USMA_521_v2_1	78001	79000	114.0	113.0	1.008849557522124
USMA_521_v2_1	79001	80000	128.0	113.0	1.1327433628318584
USMA_521_v2_1	80001	81000	121.0	113.0	1.0707964601769913
