chr	window.start	window.end	window.median.coverage	global.coverage.median	normalized.coverage
USMA_521_v2_1	1	1000	28.0	89.0	0.3146067415730337
USMA_521_v2_1	1001	2000	90.0	89.0	1.0112359550561798
USMA_521_v2_1	2001	3000	86.0	89.0	0.9662921348314607
USMA_521_v2_1	3001	4000	95.0	89.0	1.0674157303370786
USMA_521_v2_1	4001	5000	89.0	89.0	1.0
USMA_521_v2_1	5001	6000	86.0	89.0	0.9662921348314607
USMA_521_v2_1	6001	7000	83.0	89.0	0.9325842696629213
USMA_521_v2_1	7001	8000	86.0	89.0	0.9662921348314607
USMA_521_v2_1	8001	9000	62.0	89.0	0.6966292134831461
USMA_521_v2_1	9001	10000	0.0	89.0	0.0
USMA_521_v2_1	10001	11000	88.0	89.0	0.9887640449438202
USMA_521_v2_1	11001	12000	98.0	89.0	1.101123595505618
USMA_521_v2_1	12001	13000	72.0	89.0	0.8089887640449438
USMA_521_v2_1	13001	14000	93.0	89.0	1.0449438202247192
USMA_521_v2_1	14001	15000	90.0	89.0	1.0112359550561798
USMA_521_v2_1	15001	16000	88.0	89.0	0.9887640449438202
USMA_521_v2_1	16001	17000	82.0	89.0	0.9213483146067416
USMA_521_v2_1	17001	18000	95.0	89.0	1.0674157303370786
USMA_521_v2_1	18001	19000	77.0	89.0	0.8651685393258427
USMA_521_v2_1	19001	20000	88.0	89.0	0.9887640449438202
USMA_521_v2_1	20001	21000	93.0	89.0	1.0449438202247192
USMA_521_v2_1	21001	22000	86.0	89.0	0.9662921348314607
USMA_521_v2_1	22001	23000	91.0	89.0	1.0224719101123596
USMA_521_v2_1	23001	24000	87.0	89.0	0.9775280898876404
USMA_521_v2_1	24001	25000	102.0	89.0	1.146067415730337
USMA_521_v2_1	25001	26000	94.0	89.0	1.0561797752808988
USMA_521_v2_1	26001	27000	85.0	89.0	0.9550561797752809
USMA_521_v2_1	27001	28000	88.0	89.0	0.9887640449438202
USMA_521_v2_1	28001	29000	94.0	89.0	1.0561797752808988
USMA_521_v2_1	29001	30000	77.0	89.0	0.8651685393258427
USMA_521_v2_1	30001	31000	95.0	89.0	1.0674157303370786
USMA_521_v2_1	31001	32000	95.0	89.0	1.0674157303370786
USMA_521_v2_1	32001	33000	88.0	89.0	0.9887640449438202
USMA_521_v2_1	33001	34000	86.0	89.0	0.9662921348314607
USMA_521_v2_1	34001	35000	79.0	89.0	0.8876404494382022
USMA_521_v2_1	35001	36000	83.0	89.0	0.9325842696629213
USMA_521_v2_1	36001	37000	84.0	89.0	0.9438202247191011
USMA_521_v2_1	37001	38000	83.0	89.0	0.9325842696629213
USMA_521_v2_1	38001	39000	79.0	89.0	0.8876404494382022
USMA_521_v2_1	39001	40000	79.0	89.0	0.8876404494382022
USMA_521_v2_1	40001	41000	90.0	89.0	1.0112359550561798
USMA_521_v2_1	41001	42000	85.0	89.0	0.9550561797752809
USMA_521_v2_1	42001	43000	97.0	89.0	1.0898876404494382
USMA_521_v2_1	43001	44000	85.0	89.0	0.9550561797752809
USMA_521_v2_1	44001	45000	91.0	89.0	1.0224719101123596
USMA_521_v2_1	45001	46000	86.0	89.0	0.9662921348314607
USMA_521_v2_1	46001	47000	96.0	89.0	1.0786516853932584
USMA_521_v2_1	47001	48000	102.0	89.0	1.146067415730337
USMA_521_v2_1	48001	49000	95.0	89.0	1.0674157303370786
USMA_521_v2_1	49001	50000	83.0	89.0	0.9325842696629213
USMA_521_v2_1	50001	51000	90.0	89.0	1.0112359550561798
USMA_521_v2_1	51001	52000	81.0	89.0	0.9101123595505618
USMA_521_v2_1	52001	53000	92.0	89.0	1.0337078651685394
USMA_521_v2_1	53001	54000	80.0	89.0	0.898876404494382
