chr	window.start	window.end	window.median.coverage	global.coverage.median	normalized.coverage
USMA_521_v2_1	1	1000	35.0	78.0	0.44871794871794873
USMA_521_v2_1	1001	2000	84.0	78.0	1.0769230769230769
USMA_521_v2_1	2001	3000	79.0	78.0	1.0128205128205128
USMA_521_v2_1	3001	4000	82.0	78.0	1.0512820512820513
USMA_521_v2_1	4001	5000	78.0	78.0	1.0
USMA_521_v2_1	5001	6000	72.0	78.0	0.9230769230769231
USMA_521_v2_1	6001	7000	71.0	78.0	0.9102564102564102
USMA_521_v2_1	7001	8000	85.0	78.0	1.0897435897435896
USMA_521_v2_1	8001	9000	76.0	78.0	0.9743589743589743
USMA_521_v2_1	9001	10000	0.0	78.0	0.0
USMA_521_v2_1	10001	11000	75.0	78.0	0.9615384615384616
USMA_521_v2_1	11001	12000	88.0	78.0	1.1282051282051282
USMA_521_v2_1	12001	13000	80.0	78.0	1.0256410256410255
USMA_521_v2_1	13001	14000	79.0	78.0	1.0128205128205128
USMA_521_v2_1	14001	15000	70.0	78.0	0.8974358974358975
USMA_521_v2_1	15001	16000	75.0	78.0	0.9615384615384616
USMA_521_v2_1	16001	17000	80.0	78.0	1.0256410256410255
USMA_521_v2_1	17001	18000	81.0	78.0	1.0384615384615385
USMA_521_v2_1	18001	19000	69.0	78.0	0.8846153846153846
USMA_521_v2_1	19001	20000	68.0	78.0	0.8717948717948718
USMA_521_v2_1	20001	21000	76.0	78.0	0.9743589743589743
USMA_521_v2_1	21001	22000	77.0	78.0	0.9871794871794872
USMA_521_v2_1	22001	23000	75.0	78.0	0.9615384615384616
USMA_521_v2_1	23001	24000	77.0	78.0	0.9871794871794872
USMA_521_v2_1	24001	25000	82.0	78.0	1.0512820512820513
USMA_521_v2_1	25001	26000	83.0	78.0	1.064102564102564
USMA_521_v2_1	26001	27000	84.0	78.0	1.0769230769230769
USMA_521_v2_1	27001	28000	80.0	78.0	1.0256410256410255
USMA_521_v2_1	28001	29000	78.0	78.0	1.0
USMA_521_v2_1	29001	30000	72.0	78.0	0.9230769230769231
USMA_521_v2_1	30001	31000	73.0	78.0	0.9358974358974359
USMA_521_v2_1	31001	32000	90.0	78.0	1.1538461538461537
USMA_521_v2_1	32001	33000	85.0	78.0	1.0897435897435896
USMA_521_v2_1	33001	34000	68.0	78.0	0.8717948717948718
USMA_521_v2_1	34001	35000	76.0	78.0	0.9743589743589743
USMA_521_v2_1	35001	36000	76.0	78.0	0.9743589743589743
USMA_521_v2_1	36001	37000	73.0	78.0	0.9358974358974359
USMA_521_v2_1	37001	38000	67.0	78.0	0.8589743589743589
USMA_521_v2_1	38001	39000	69.0	78.0	0.8846153846153846
USMA_521_v2_1	39001	40000	69.0	78.0	0.8846153846153846
USMA_521_v2_1	40001	41000	81.0	78.0	1.0384615384615385
USMA_521_v2_1	41001	42000	81.0	78.0	1.0384615384615385
USMA_521_v2_1	42001	43000	80.0	78.0	1.0256410256410255
USMA_521_v2_1	43001	44000	71.0	78.0	0.9102564102564102
USMA_521_v2_1	44001	45000	75.0	78.0	0.9615384615384616
USMA_521_v2_1	45001	46000	72.0	78.0	0.9230769230769231
USMA_521_v2_1	46001	47000	75.0	78.0	0.9615384615384616
